0.247798	45
0.828798	46
1.205798	47
1.611798	48
3.355798	49
3.486798	50
3.597798	51
3.806798	52
4.014798	53
4.507798	54
4.944798	55
5.423798	56
5.653798	57
6.514798	58
6.834798	59
7.319798	60
7.639798	61
8.056798	62
8.396798	63
8.823798	64
9.209798	65
9.625798	66
10.146798	67
10.355798	68
10.739798	69
11.088798	70
13.496798	72
13.855798	73
14.222798	74
14.771798	75
14.984798	76
15.889798	77
16.097798	78
16.230798	79
16.410798	80
16.625798	81
17.035798	82
17.371798	83
17.882798	84
18.090798	85
18.507798	86
18.923798	87
