1.512134	83
2.215134	84
2.581134	85
4.165134	86
4.727134	87
5.849134	88
6.683134	89
6.894134	90
7.136134	91
7.385134	92
7.630134	93
7.874134	94
8.143134	95
8.732134	96
8.849134	97
9.049134	98
9.343134	99
9.605134	100
9.858134	101
12.511134	103
13.866134	104
14.367134	105
14.943134	106
15.523134	107
16.841134	108
17.502134	109
19.409134	110
19.811134	111
19.940134	112
20.269134	113
20.556134	114
24.045134	118
25.209134	119
25.781134	120
26.381134	121
26.915134	123
27.164134	124
27.441134	125
28.098134	126
28.670134	127
29.981134	128
30.601134	129
30.943134	130
31.100134	131
31.315134	132
31.559134	133
31.843134	134
32.122134	135
34.873134	139
35.918134	140
36.290134	141
37.003134	142
37.382134	143
37.631134	144
37.869134	145
38.298134	146
38.688134	147
39.146134	148
39.457134	149
39.686134	150
39.976134	151
40.516134	153
40.794134	154
41.033134	155
41.683134	156
41.938134	157
42.263134	159
