0.185759637	594.484	1.027482993	0.8	1
1.410612244	594.484	0.319274376	0.8	2
1.741496598	562.257	0.319274376	0.8	3
2.072380952	595.949	0.789478458	0.8	4
2.867664399	661.868	0.267029478	0.8	5
3.138775510	702.885	0.179591836	0.8	6
3.322448979	660.404	0.175510204	0.8	7
3.514920634	594.484	0.235102040	0.8	8
3.752925170	556.398	0.255419501	0.8	9
4.020408163	593.019	0.816326530	0.8	10
5.085714285	667.728	0.238095238	0.8	11
5.338775510	711.674	0.175510204	0.8	12
5.526530612	661.868	0.212244897	0.8	13
5.734693877	593.019	0.200000000	0.8	14
5.942857142	560.792	0.195918367	0.8	15
6.167346938	475.83	0.204081632	0.8	16
6.395918367	442.138	0.522448979	0.8	17
7.240816326	713.139	0.089795918	0.8	si5
7.338775510	597.414	0.215419501	0.8	19
7.559183673	559.327	0.228571428	0.8	20
7.828571428	593.019	0.204081632	0.8	g5
8.031201814	543.214	0.055147392	0.8	21
8.251791383	477.294	0.165442176	0.8	23
8.469478458	450.927	0.162539682	0.8	24
8.843900226	446.532	0.467301587	0.8	25
10.961224489	440.673	0.210204081	0.8	26
11.171428571	494.873	0.204081632	0.8	27
11.404081632	393.797	0.189795918	0.8	28
11.604081632	443.602	0.228571428	0.8	29
11.840816326	371.824	0.214285714	0.8	30
12.065306122	399.656	0.181632653	0.8	31
12.302040816	335	0.214285714	0.8	32
12.524489795	295.65	0.228571428	0.8	33
12.773877551	370.359	0.534058956	0.8	34
13.313741496	395.262	0.455691609	0.8	35
13.836190476	445.067	0.464399092	0.8	36
14.373151927	468.505	0.269931972	0.8	37
14.657596371	447.997	0.179954648	0.8	38
14.849160997	395.262	0.420861678	0.8	39
15.284535147	445.067	0.531156462	0.8	40
15.812789115	484.619	0.238004535	0.8	41
16.056598639	443.602	0.278639455	0.8	42
16.393287981	595.949	0.317460317	0.8	43
16.744489795	557.862	0.534058956	0.8	44
17.281451247	557.862	0.200272108	0.8	45
17.490430839	595.949	0.255419501	0.8	la5
17.777777777	560.792	0.148027210	0.8	g5
17.934512471	484.619	0.139319727	0.8	49
18.210249433	480.224	0.136417233	0.8	50
18.361179138	445.067	0.296054421	0.8	51
18.741405895	445.067	0.238004535	0.8	53
