0.283785	35
1.339785	36
1.869785	37
2.919785	38
3.460785	39
3.738785	40
4.088785	41
5.137785	42
5.747785	43
6.906785	44
7.437785	45
7.740785	46
7.967785	47
8.503785	48
8.857785	49
9.107785	50
9.830785	51
11.596785	53
12.702785	54
13.257785	55
14.448785	56
14.645785	57
14.820785	58
15.474785	59
16.588785	60
17.129785	61
18.464785	62
18.946785	63
19.602785	64
19.885785	65
20.440785	66
21.051785	67
23.891785	69
24.899785	70
25.497785	71
26.685785	72
27.811785	73
28.846785	74
29.429785	75
30.349785	76
30.929785	77
32.031785	78
32.591785	79
32.982785	80
33.946785	81
34.474785	82
35.588785	83
36.217785	84
37.474785	85
38.656785	86
39.598785	87
40.119785	88
41.100785	89
41.641785	90
42.831785	91
43.929785	92
