0.197369614	614.645	1.044897959	0.8	35
1.248072562	580.282	0.406349206	0.8	36
1.712471655	492.638	0.731428571	0.8	37
2.699319727	614.645	0.446984126	0.8	38
3.169523809	662.67	0.232199546	0.8	39
3.413333333	609.229	0.238004535	0.8	40
3.657142857	580.282	0.928798185	0.8	41
4.591746031	492.638	0.493424036	0.8	42
5.102585034	609.229	0.946213151	0.8	43
6.054603174	585.441	0.487619047	0.8	44
6.551020408	614.645	0.212244897	0.8	45
6.779591836	656.831	0.236734693	0.8	46
7.024489795	611.931	0.412244897	0.8	47
7.465306122	659.744	0.216326530	0.8	48
7.689795918	743.477	0.257142857	0.8	49
7.946938775	659.744	0.363265306	0.8	50
8.444897959	743.477	1.453061224	0.8	51
9.951020408	743.477	1.032653061	0.8	53
11.004081632	656.831	0.465306122	0.8	54
11.485714285	740.193	0.963265306	0.8	55
12.506848072	611.931	0.256417233	0.8	56
12.770975056	651.043	0.204535147	0.8	57
12.983673469	611.931	0.428571428	0.8	58
13.435646258	665.609	0.952018140	0.8	59
14.407981859	733.671	0.470204081	0.8	60
14.889795918	614.645	0.955102040	0.8	61
15.853061224	656.831	0.502040816	0.8	62
16.387755102	620.11	0.493877551	0.8	63
16.906122448	585.441	0.387755102	0.8	64
17.351020408	497.018	0.416326530	0.8	65
17.779591836	582.856	0.469387755	0.8	66
18.306122448	614.645	0.697959183	0.8	67
19.963265306	923.51	0.906122448	0.8	New Point
20.881632653	860.381	0.522448979	0.8	New Point
21.412244897	746.774	0.893877551	0.8	New Point
22.326530612	991.271	1.122448979	0.8	New Point
23.457142857	919.432	0.881632653	0.8	New Point
24.338775510	856.582	0.453061224	0.8	New Point
24.795918367	736.925	0.795918367	0.8	New Point
25.771428571	653.93	0.469387755	0.8	New Point
26.232653061	743.477	0.926530612	0.8	New Point
27.195918367	659.744	0.469387755	0.8	New Point
27.697959183	622.86	0.404081632	0.8	New Point
28.110204081	555.162	0.959183673	0.8	New Point
29.061224489	492.638	0.424489795	0.8	New Point
29.514285714	746.774	0.991836734	0.8	New Point
30.518367346	656.831	0.461224489	0.8	New Point
30.987755102	743.477	0.640816326	0.8	New Point
31.889795918	617.371	0.922448979	0.8	New Point
32.820408163	668.561	0.853061224	0.8	New Point
33.685714285	750.086	0.473469387	0.8	New Point
34.179591836	614.645	1.000000000	0.8	New Point
35.187755102	656.831	0.436734693	0.8	New Point
35.624489795	743.477	0.877551020	0.8	New Point
36.497959183	871.88	0.885714285	0.8	New Point
37.404081632	923.51	1.048979591	0.8	New Point
