19.755	35
20.818	36
21.349	37
22.28	38
22.734	39
23.037	40
23.266	41
24.183	42
24.727	43
25.636	44
26.091	45
26.318	46
26.546	47
27	48
27.227	49
27.454	50
28.007	51
29.478	53
30.583	54
31.136	55
32.046	56
32.273	57
32.5	58
33.053	59
34.06	60
34.514	61
35.424	62
35.977	63
36.439	64
36.886	65
37.348	66
37.901	67
39.451	69
40.394	70
40.901	71
42.037	72
43.046	73
43.901	74
44.409	75
45.318	76
45.871	77
46.757	78
47.212	79
47.689	80
48.621	81
49.151	82
50.06	83
50.514	84
51.424	85
52.333	86
53.296	87
53.773	88
54.681	89
55.166	90
56.076	91
56.977	92
