0.324444444	611.946	0.969433106	0.8	35
1.293877551	578.135	0.414829931	0.8	36
1.718276643	495.117	0.603718820	0.8	37
2.669387755	611.946	0.481632653	0.8	38
3.189841269	654.464	0.238004535	0.8	39
3.448163265	618.303	0.232199546	0.8	40
3.686167800	584.14	1.007165532	0.8	41
4.704943310	484.989	0.433832199	0.8	42
5.159183673	608.792	0.906122448	0.8	43
6.073469387	581.13	0.481632653	0.8	44
6.559183673	608.792	0.240816326	0.8	45
6.804081632	654.464	0.236734693	0.8	46
7.048979591	602.533	0.448979591	0.8	47
7.518367346	657.854	0.220408163	0.8	48
7.742857142	744.709	0.171428571	0.8	49
7.934693877	657.854	0.453061224	0.8	50
8.404081632	744.709	0.669387755	0.8	51
10.081632653	748.567	0.853061224	0.8	53
10.946938775	657.854	0.505510204	0.8	54
11.453061224	744.709	1.040816326	0.8	55
12.497959183	611.946	0.293877551	0.8	56
12.795918367	647.735	0.200000000	0.8	57
13.000000000	605.655	0.426938775	0.8	58
13.426938775	658.237	0.997551020	0.8	59
14.432653061	740.871	0.457142857	0.8	60
14.907210884	615.116	0.945850340	0.8	61
15.861224489	654.825	0.514648526	0.8	62
16.387482993	615.241	0.522448979	0.8	63
16.927346938	581.062	0.435374149	0.8	64
17.368526077	492.051	0.452789115	0.8	65
17.838730158	578.05	0.452789115	0.8	66
18.297324263	612.053	0.371519274	0.8	67
19.853061224	917.925	1.015873015	0.8	69
20.886349206	857.967	0.493424036	0.8	70
21.385578231	737.952	1.030385487	0.8	71
22.427573696	1039.84	0.939297052	0.8	72
23.394104308	917.925	0.986848072	0.8	73
24.404172335	849.097	0.388934240	0.8	74
24.804716553	745.661	0.882358276	0.8	75
25.733514739	658.237	0.505034013	0.8	76
26.261768707	741.797	0.870748299	0.8	77
27.173151927	661.666	0.539863945	0.8	78
27.727528344	615.241	0.394739229	0.8	79
28.130975056	557.403	0.911383219	0.8	80
29.062675736	494.614	0.439365079	0.8	81
29.518367346	765.287	0.992653061	0.8	82
30.528435374	654.825	0.476462585	0.8	83
31.016054421	749.546	0.603718820	0.8	84
31.933242630	602.586	0.893968253	0.8	85
32.833015873	682.619	0.899773242	0.8	86
33.750204081	761.321	0.510839002	0.8	87
34.281360544	624.907	0.772063492	0.8	88
35.053424036	661.666	0.577596371	0.8	89
35.631020408	753.45	0.853333333	0.8	90
36.507573696	880.55	0.920090702	0.8	91
37.430566893	932.346	0.963628117	0.8	92
