0.879466	112
1.407466	113
1.942466	114
2.447466	115
2.743466	116
3.079466	117
3.422466	118
3.823466	119
4.119466	120
4.392466	121
4.577466	122
4.792466	123
5.094466	124
5.396466	125
6.127466	126
6.737466	127
7.503466	128
7.758466	129
8.002466	130
8.484466	131
8.809466	132
9.134466	133
9.505466	134
9.848466	135
10.109466	136
10.985466	137
11.299466	138
11.538466	139
11.775466	140
12.048466	141
12.254466	142
12.919466	143
14.059466	144
14.388466	145
14.753466	146
15.491466	147
15.804466	148
16.303466	149
16.878466	150
17.441466	151
17.911466	152
18.799466	153
19.380466	154
19.990466	155
20.482466	156
21.086466	157
21.795466	158
22.625466	159
22.944466	160
23.472466	161
23.943466	162
24.511466	163
24.754466	164
25.028466	165
25.330466	166
25.539466	167
25.771466	168
26.590466	169
27.373466	170
27.623466	171
27.901466	172
28.110466	173
28.471466	174
28.842466	175
