154.018	187
155.194	188
155.69	189
156.199	190
156.69	191
157.22	192
157.67	193
157.898	194
158.179	195
158.72	196
158.989	197
159.227	198
159.439	199
159.715	200
160.209	201
160.705	202
161.267	203
161.815	204
162.076	205
162.351	206
162.625	207
162.926	208
163.106	209
163.304	210
164.31	211
164.806	212
165.355	213
165.839	214
166.074	215
166.334	216
166.818	217
167.085	218
167.339	219
167.553	220
167.861	221
169.182	223
169.586	224
169.776	225
170.091	226
170.326	227
170.542	228
170.815	229
171.076	230
171.356	231
