0.780569	112
1.417569	113
2.686569	114
2.975569	115
3.294569	116
4.200569	117
4.490569	118
4.809569	119
5.098569	120
5.316569	121
5.717569	122
7.540569	123
8.171569	124
9.014569	125
9.525569	126
10.878569	127
11.591569	128
11.958569	129
12.519569	130
13.076569	131
14.026569	132
14.272569	133
14.809569	134
15.519569	135
16.265569	136
16.584569	137
17.120569	138
17.820569	139
18.174569	140
18.367569	141
18.780569	142
19.098569	143
19.606569	144
20.171569	145
20.388569	146
20.679569	147
20.949569	148
21.286569	149
21.707569	150
21.895569	151
23.171569	153
23.388569	154
23.780569	155
24.316569	156
24.946569	157
25.750569	158
26.019569	159
26.555569	160
27.186569	161
29.627569	162
30.069569	163
30.435569	164
30.794569	165
31.505569	166
31.671569	167
31.888569	168
