0.156734693	111.844	0.441179138	0.8	102
0.620408163	123.023	0.963628117	0.8	103
1.600000000	124.332	0.441179138	0.8	104
2.089795918	123.676	0.892154195	0.8	105
3.024489795	447.557	0.371428571	0.8	106
3.400000000	411.216	0.253061224	0.8	107
3.653061224	445.194	0.314285714	0.8	108
3.982222222	366.017	1.364172335	0.8	109
5.363265306	327.514	0.224489795	0.8	110
5.583673469	289.976	0.253061224	0.8	111
5.840816326	327.514	0.922448979	0.8	112
6.759183673	371.875	0.420408163	0.8	113
7.179591836	325.785	0.240816326	0.8	114
7.436734693	366.017	0.212244897	0.8	115
7.655328798	325.785	0.216326530	0.8	116
7.881723356	329.252	0.232653061	0.8	117
8.126530612	296.18	0.918367346	0.8	118
9.057142857	262.234	0.432653061	0.8	119
9.510204081	250.035	0.522448979	0.8	120
10.028571428	219.046	0.428571428	0.8	121
10.475102040	394.168	0.467301587	0.8	122
10.971428571	375.832	0.458594104	0.8	123
11.420408163	325.785	0.905034013	0.8	124
12.329795918	324.065	0.470204081	0.8	125
12.800000000	291.515	0.444897959	0.8	126
13.248979591	320.653	0.474013605	0.8	127
13.734603174	369.912	0.917188208	0.8	128
14.663401360	334.522	0.249614512	0.8	129
14.915918367	293.062	0.252517006	0.8	130
15.174240362	293.062	1.375782312	0.8	131
16.573242630	265.024	0.562426303	0.8	132
17.473015873	325.785	0.899773242	0.8	134
18.384399092	289.976	0.232199546	0.8	135
18.616598639	265.024	0.261224489	0.8	136
18.895238095	265.024	1.451247165	0.8	137
20.363900226	244.797	0.812698412	0.8	138
21.194013605	291.515	0.992653061	0.8	140
22.209886621	269.266	0.238004535	0.8	New Point
22.459501133	247.402	0.261224489	0.8	New Point
22.726530612	248.715	0.667573696	0.8	New Point
23.521814058	327.514	0.208979591	0.8	New Point
23.742403628	294.617	0.211065759	0.8	New Point
23.968798185	322.355	0.557278911	0.8	New Point
24.531882086	243.505	1.428027210	0.8	New Point
