2.098	176
3.186	177
3.802	178
5.968	179
6.763	180
7.117	181
7.669	182
8.179	183
8.684	184
9.247	185
9.735	186
10.333	187
10.914	188
11.435	189
12.516	190
13.084	191
13.416	192
13.682	193
14.53	194
14.815	195
15.151	196
15.418	197
15.851	198
16.219	199
17.566	200
18.134	201
18.692	202
18.994	203
19.273	204
22.68	205
23.173	206
23.429	207
23.795	208
24.689	209
24.892	210
26.042	211
26.651	212
27.197	213
27.73	214
28.305	215
28.856	216
29.414	217
29.989	218
31.08	219
31.695	220
32.195	221
32.809	222
33.379	223
33.646	224
33.913	225
36.159	226
36.699	227
36.954	228
37.25	229
37.506	230
37.768	231
38.239	232
38.795	233
39.327	234
