0.019368	122
0.466368	123
0.739368	124
0.942368	125
1.331368	126
1.993368	127
2.312368	128
2.726368	129
3.223368	130
3.339368	131
4.682368	133
4.892368	134
5.370368	135
5.581368	136
5.899368	137
6.559368	138
6.866368	139
7.247368	140
7.392368	141
7.610368	142
7.921368	143
8.066368	144
8.733368	145
8.949368	146
10.538368	148
10.852368	149
11.107368	150
11.362368	151
11.890368	152
12.122368	153
12.265368	154
12.837368	155
13.044368	156
13.803368	157
14.486368	158
14.704368	159
14.949368	160
16.603368	162
16.819368	163
17.188368	164
17.437368	165
17.760368	166
17.997368	167
18.385368	168
18.653368	169
18.914368	170
20.283368	171
20.856368	172
21.704368	173
21.921368	174
22.290368	175
22.834368	176
23.001368	177
23.733368	178
