0.57871	122
0.79571	123
1.01971	124
1.23071	125
1.47671	126
2.01271	127
2.25471	128
2.49871	129
2.75971	130
3.07871	131
4.04871	133
4.26671	134
4.48371	135
4.70171	136
4.94771	137
5.45571	138
5.67171	139
5.88971	140
6.10771	141
6.32371	142
6.64271	143
6.86071	144
7.07871	145
7.29571	146
8.37471	148
8.64271	149
8.86071	150
9.06371	151
9.26671	152
9.48371	153
9.70171	154
10.01971	155
10.23771	156
10.91171	157
11.12971	158
11.42671	159
11.66471	160
13.04871	162
13.25971	163
13.52771	164
13.77371	165
13.99071	166
14.20871	167
14.44771	168
14.66471	169
14.88271	170
15.85371	171
16.38971	172
16.82371	173
17.04171	174
17.38271	175
17.59971	176
17.81671	177
18.38171	178
